publishedAtDate,text,stars,isLocalGuide,reviewerNumberOfReviews,responseFromOwnerText,responseFromOwnerDate,OwnerResponseDays,TextDensity,Document
2025-02-05 17:28:18.661000+00:00,"Though you don't get to pick your trash disposal service, just like your cable company in many places, I now have <PERSON>'s Disposal and they are just great!  I had an issue creating an online profile and <PERSON> helped with that.  She was awesome!!  Once a trash truck ate my trash can (yes, that happens) and they got me a new one staight away within a day.  I always get customer service quickly when I call (like less than a minute), and everyone is kind, friendly and helpful!  Consider yourself lucky if you get <PERSON>'s Disposal!  I do!",5,True,49,,,,5.510204081632653,"Though you don't get to pick your trash disposal service, just like your cable company in many places, I now have <PERSON>'s Disposal and they are just great!  I had an issue creating an online profile and <PERSON> helped with that.  She was awesome!!  Once a trash truck ate my trash can (yes, that happens) and they got me a new one staight away within a day.  I always get customer service quickly when I call (like less than a minute), and everyone is kind, friendly and helpful!  Consider yourself lucky if you get <PERSON>'s Disposal!  I do!"
2025-01-27 01:19:51.902000+00:00,"I called to verify that my payment was received having placed it in the ""PAYMENTS"" box (as I always do) outside their door Wednesday night as the due date was Friday. <PERSON>'s had all day Thursday to process the payment. A machine called Thursday night to say payment is due. I spoke to ""<PERSON>"" who said it still showed due & she'd have to go downstairs to check what happened. My husband had to get on the phone to tell her to LISTEN to the customer because she kept talking over me. She kept talking over him & put him ""on hold"" before he was through talking. When she came back to the phone, she blamed ME for putting it in the wrong box (which I DID NOT!); this is blaming the customer for THEIR inefficiency. Naturally my husband was now irate! Customer service here is atrocious. When my husband told her that she represented the company, she proudly agreed ""Yes!"" <PERSON>'s has a monopoly on garbage ""service"" and acts as a shill for <LOCATION>. If there were a choice, I wouldn't choose <ORGANIZATION>, I would dispose of them.",1,False,2,,,,5.445026178010472,"I called to verify that my payment was received having placed it in the ""PAYMENTS"" box (as I always do) outside their door Wednesday night as the due date was Friday. <PERSON>'s had all day Thursday to process the payment. A machine called Thursday night to say payment is due. I spoke to ""<PERSON>"" who said it still showed due & she'd have to go downstairs to check what happened. My husband had to get on the phone to tell her to LISTEN to the customer because she kept talking over me. She kept talking over him & put him ""on hold"" before he was through talking. When she came back to the phone, she blamed ME for putting it in the wrong box (which I DID NOT!); this is blaming the customer for THEIR inefficiency. Naturally my husband was now irate! Customer service here is atrocious. When my husband told her that she represented the company, she proudly agreed ""Yes!"" <PERSON>'s has a monopoly on garbage ""service"" and acts as a shill for <LOCATION>. If there were a choice, I wouldn't choose <ORGANIZATION>, I would dispose of them."
2025-01-24 01:47:06.333000+00:00,"<PERSON> @ wast connection is amazing, kind and has great customer support. Over a 3 day period she followed through an issue I had. And on the 3 rd day she figured it out  with a call to let me know. So happy I got her for a wast connection rep!! Thank you.",5,False,6,,,,4.811320754716981,"<PERSON> @ wast connection is amazing, kind and has great customer support. Over a 3 day period she followed through an issue I had. And on the 3 rd day she figured it out  with a call to let me know. So happy I got her for a wast connection rep!! Thank you."
2025-01-23 02:07:36.786000+00:00,Drivers are always careful and nice,5,True,24,,,,5.833333333333333,Drivers are always careful and nice
2025-01-21 02:28:06.856000+00:00,I appreciate the hard working drivers that  empty my cans . They arrive on time in early mornings so I know it can be hard getting up as early as they do.,5,False,3,,,,4.8125,I appreciate the hard working drivers that  empty my cans . They arrive on time in early mornings so I know it can be hard getting up as early as they do.
2025-01-19 00:46:56.511000+00:00,Always on time!,5,True,26,,,,5.0,Always on time!
2025-01-17 20:52:56.503000+00:00,"Today, I had to call <PERSON>'s to change my credit card on file.
I spoke to <PERSON> in customer service, and she was really wonderful.
She helped me with my change, and stayed on the line with me until all had gone through correctly!!

Thank you!!",5,False,2,,,,5.391304347826087,"Today, I had to call <PERSON>'s to change my credit card on file.
I spoke to <PERSON> in customer service, and she was really wonderful.
She helped me with my change, and stayed on the line with me until all had gone through correctly!!

Thank you!!"
2025-01-17 02:07:35.755000+00:00,They never forget to get our garbage and they don’t leave a mess on the street. Thank you! They are great and do a great job!,5,False,11,,,,4.8076923076923075,They never forget to get our garbage and they don’t leave a mess on the street. Thank you! They are great and do a great job!
2025-01-09 23:28:37.367000+00:00,Always on time and friendly!,5,False,6,,,,5.6,Always on time and friendly!
2025-01-08 12:44:18.956000+00:00,Happy New Year.  Thank you,5,False,3,,,,5.2,Happy New Year.  Thank you
